20889
6	1
33.2148485032005	108.19906212
33.2144903439999	108.17613732
33.2369264595997	107.64084324
33.2370117355995	107.6374284
33.2401243096002	107.51854182
33.2419321607995	107.31077388
6	1
33.5539229344002	107.32140048
33.5486784604001	107.52932364
33.5439456423999	107.64788784
33.5428882199997	107.67929004
33.5353242388004	107.9044665
33.5258415475998	108.18687138
4	1
27.7276790072004	108.20620224
27.6356662032001	108.19548012
27.6017434103999	108.1926981
27.5629598855999	108.19254288
10	0
32.5574217087996	107.32384818
32.5640647092003	107.34062388
32.5638429916001	107.34837294
32.5615490672006	107.43081864
32.5582062480003	107.48891868
32.5546076007994	107.5351026
32.5509833708001	107.58765054
32.5496360100001	107.61662892
32.5433938067999	107.7254262
32.5474955823999	107.74849428
4	1
26.8949418120001	108.20205906
26.9086712480006	108.23680446
26.9146832059999	108.25312644
26.9146405680001	108.6254037
10	1
35.1102866828	108.28436148
34.9013945931996	108.27959742
34.7138556140002	108.27249312
34.5630876460003	108.26304858
34.5569221912004	108.2626665
34.3660148099998	108.25445178
34.2834079487997	108.25100112
34.2625579668002	108.2501295
34.2154088664	108.24814746
34.1503262232005	108.24688182
2	0
32.8955581040005	108.18739674
32.8717319895996	108.16385106
12	1
32.2290920535994	107.2954668
32.2296292924002	107.27506134
32.2361187960003	107.14255122
32.2472728967998	106.8720147
32.2639017168002	106.6173345
32.2678585232004	106.5642612
32.270314472	106.47758874
32.2691035528004	106.39492812
32.2682934308001	106.29027402
32.2674918364004	106.26678804
32.2683872344005	106.16342346
32.2695555156003	106.06250658
3	1
33.6657624084002	118.58877252
33.8969030063995	118.59519624
33.9649361991996	118.61014512
4	0
33.8710643784005	118.59419328
33.8768546187997	118.47056652
33.8693247479996	118.4559639
33.8723264631995	118.05058896
15	1
33.5936359675995	120.38077548
33.6003130783994	120.0954453
33.6006541823998	120.08096208
33.6046365715996	119.9352702
33.6068196371997	119.85126036
33.6070242995997	119.84277102
33.6074250968001	119.83405482
33.6157480344004	119.55009774
33.6161147212005	119.53639062
33.6181698727996	119.50120344
33.6335963012	119.01783642
33.6340226812001	119.00879784
33.6591876288003	118.36243788
33.6503274524004	118.21612512
33.6631103248001	117.86245038
5	1
31.0454014804005	117.71961216
31.2159023147995	117.72520008
31.2652430084005	117.72604782
31.5841240828005	117.73559982
31.6844257139996	117.74251308
2	1
34.2849514444002	113.14354746
34.5701570263999	113.15049654
2	1
34.1629129607998	108.23119266
34.1503262232005	108.24688182
4	1
34.3316315268003	111.26920626
34.3442267920003	110.8619448
34.3518504663997	110.56954614
34.3567026708001	110.55039438
6	0
34.9127192459998	109.90408218
34.9120796760002	109.84206582
34.9506414832	109.83865098
34.9751412779998	109.83103326
35.0364376667999	109.8295527
35.0834417980002	109.82886018
13	0
35.0781461583995	109.9857279
35.2501904884002	109.9933098
35.3473369076	109.9931307
35.3805007440003	110.0047722
